Date,Open,High,Low,Close,Volume,OpenInterest
2016-11-07,83.74,84.33,83.3,84.12,1025178,0.0
2016-11-08,83.85,83.96,82.8,83.39,1159547,0.0
2016-11-09,82.4,85.47,81.45,84.78,1527801,0.0
2016-11-10,84.82,85.85,83.95,85.15,975355,0.0
2016-11-11,84.99,85.25,83.77,84.44,1424855,0.0
2016-11-14,84.07,84.95,83.19,84.05,777959,0.0
2016-11-15,84.28,84.75,82.66,82.695,1524568,0.0
2016-11-16,82.08,83.16,82.08,83.12,1329320,0.0
2016-11-17,83.06,83.9,82.375,83.8,657979,0.0
2016-11-18,83.84,84.21,83.36,83.42,576204,0.0
2016-11-21,83.84,84.35,83.59,83.96,628862,0.0
2016-11-22,83,84.49,82.22,83.74,911438,0.0
2016-11-23,83.69,84,82.88,83.03,821003,0.0
2016-11-25,83.38,83.59,83.08,83.23,271318,0.0
2016-11-28,82.94,83.3482,82.44,82.52,767429,0.0
2016-11-29,82.36,82.915,81.39,81.59,1101168,0.0
2016-11-30,81.85,82.5875,81.61,82.33,859648,0.0
2016-12-01,82.28,82.51,81.21,81.31,1667662,0.0
2016-12-02,81.2,83,80.78,81.87,867533,0.0
2016-12-05,81.99,83.91,81.89,83.37,960798,0.0
2016-12-06,83.69,83.87,82,83.86,772642,0.0
2016-12-07,83.89,84.67,83.1,84.59,587372,0.0
2016-12-08,84.72,85.41,84.55,84.6,682829,0.0
2016-12-09,84.29,85.39,84,85.24,623198,0.0
2016-12-12,85.18,85.18,84.24,84.64,584611,0.0
2016-12-13,84.78,85.31,84.05,84.58,948203,0.0
2016-12-14,84.39,85.27,84.33,84.93,943370,0.0
2016-12-15,84.81,85.83,84.6,85.05,1010494,0.0
2016-12-16,85.46,86.17,84.64,84.99,1034498,0.0
2016-12-19,85.22,85.62,85,85.4,643082,0.0
2016-12-20,85.7,86.5333,85.7,85.9,889330,0.0
2016-12-21,85.69,86,85.24,85.66,783019,0.0
2016-12-22,85.93,85.97,84.5,84.95,1105697,0.0
2016-12-23,84.77,85.96,84.64,84.89,321514,0.0
2016-12-27,85.16,86.7,85.01,86.33,622768,0.0
2016-12-28,86.25,86.47,85.02,85.18,589903,0.0
2016-12-29,84.89,86.13,84.89,85.04,947416,0.0
2016-12-30,85.25,85.63,84.29,84.46,581996,0.0
2017-01-03,84.73,85.24,84.014,84.57,1105720,0.0
2017-01-04,84.52,85.2701,84,84.87,1608203,0.0
2017-01-05,84.68,86.73,84.6,86.66,925302,0.0
2017-01-06,86.66,87.75,85.61,87.24,1619008,0.0
