Date,Open,High,Low,Close,Volume,OpenInterest
2019-04-18,65,66,60.321,62.42,29003894,0.0
2019-04-22,61,68.9,59.94,65.63,9559767,0.0
2019-04-23,66.87,74.169,65.55,69.05,6559656,0.0
2019-04-24,71.4,71.5,63.16,63.2,4765074,0.0
2019-04-25,64.75,66.85,62.6,65.02,2949258,0.0
2019-04-26,66.12,66.99,63.6,66.22,1490694,0.0
2019-04-29,66.53,68.5,64.75,67.82,1784513,0.0
2019-04-30,68.4,72.52,66.67,72.47,3611440,0.0
2019-05-01,72.72,76.95,70.8159,72.55,3226692,0.0
2019-05-02,72.75,75.89,69.6912,75.58,2441372,0.0
2019-05-03,75.09,80.25,75,79.1,2537793,0.0
2019-05-06,75.01,80.79,74.5,78.13,2026295,0.0
2019-05-07,77.85,78.05,73.25,73.32,1925361,0.0
2019-05-08,74.61,78.5,74.03,77.74,1864940,0.0
2019-05-09,76.85,76.99,74,75.21,1311770,0.0
2019-05-10,75.79,79.74,74.77,79.44,1522873,0.0
2019-05-13,77.39,77.39,70.6,72.55,2820291,0.0
2019-05-14,74.12,76.8851,73.11,73.115,1880932,0.0
2019-05-15,73.4,80,72.21,79.54,2335303,0.0
2019-05-16,80.12,87.55,79.25,83.2025,4481508,0.0
2019-05-17,82.25,90.28,81.88,89.89,3307869,0.0
2019-05-20,90.1,91.46,83.27,84.6001,3547513,0.0
2019-05-21,86.63,89.7,84.5,85.35,2479327,0.0
2019-05-22,84.63,85.7,82,82.42,1529646,0.0
2019-05-23,81.25,81.5,77.26,78.7565,2780969,0.0
2019-05-24,80.48,81.2499,74.2,76.08,2870344,0.0
2019-05-28,76.8,79.39,76.8,77.66,1619976,0.0
2019-05-29,77,77.93,73.5831,75.8,1474620,0.0
2019-05-30,76.68,80.97,76.6,80.42,1952549,0.0
2019-05-31,78.77,83.17,77.78,79.76,1538772,0.0
2019-06-03,80,81.94,75.65,75.78,1543411,0.0
2019-06-04,78.2,78.88,76.62,78.68,853406,0.0
2019-06-05,80.14,80.6,76.24,77.96,1260181,0.0
2019-06-06,77.4,79.75,77.03,79.41,2156367,0.0
2019-06-07,93.66,98.8896,92.5,94.05,9115112,0.0
2019-06-10,98.51,105.985,96,102.13,4673763,0.0
2019-06-11,101,101.2,91.57,94.77,4246020,0.0
2019-06-12,94.6,104.185,94,102.77,3065065,0.0
2019-06-13,105.1,105.1719,98.55,100.85,6114427,0.0
2019-06-14,100.47,104.57,99.25,100.27,3695009,0.0
2019-06-17,101,102.4465,97,98.12,2023192,0.0
2019-06-18,100.39,102,97.51,99.61,2196828,0.0
2019-06-19,100.49,104.4446,98.63,102.33,2287598,0.0
